text,intent
search query number 1224,WEB_SEARCH
search query number 71,WEB_SEARCH
open application number 897,OPEN_APP
unmute command number 157,UNMUTE
open file number 360,OPEN_FILE
search query number 987,WEB_SEARCH
mute command number 117,MUTE
get time request number 785,GET_TIME
mute command number 252,MUTE
mute command number 842,MUTE
unmute command number 806,UNMUTE
open application number 1015,OPEN_APP
open application number 716,OPEN_APP
general conversation number 196,GENERAL_CONVERSATION
open application number 17,OPEN_APP
unmute command number 1106,UNMUTE
unmute command number 180,UNMUTE
unmute command number 1421,UNMUTE
open application number 789,OPEN_APP
general conversation number 1398,GENERAL_CONVERSATION
general conversation number 32,GENERAL_CONVERSATION
get time request number 165,GET_TIME
general conversation number 236,GENERAL_CONVERSATION
search query number 284,WEB_SEARCH
general conversation number 1413,GENERAL_CONVERSATION
get time request number 1406,GET_TIME
open application number 237,OPEN_APP
unmute command number 1346,UNMUTE
open file number 795,OPEN_FILE
open file number 428,OPEN_FILE
mute command number 576,MUTE
general conversation number 276,GENERAL_CONVERSATION
get time request number 310,GET_TIME
search query number 575,WEB_SEARCH
open file number 318,OPEN_FILE
unmute command number 268,UNMUTE
unmute command number 526,UNMUTE
mute command number 1070,MUTE
mute command number 159,MUTE
mute command number 403,MUTE
open application number 619,OPEN_APP
search query number 184,WEB_SEARCH
unmute command number 883,UNMUTE
get time request number 1165,GET_TIME
unmute command number 846,UNMUTE
unmute command number 639,UNMUTE
open application number 236,OPEN_APP
mute command number 483,MUTE
search query number 682,WEB_SEARCH
get time request number 376,GET_TIME
open application number 429,OPEN_APP
get time request number 1253,GET_TIME
general conversation number 667,GENERAL_CONVERSATION
get time request number 450,GET_TIME
general conversation number 474,GENERAL_CONVERSATION
open file number 1286,OPEN_FILE
mute command number 585,MUTE
unmute command number 388,UNMUTE
unmute command number 191,UNMUTE
search query number 1256,WEB_SEARCH
mute command number 1334,MUTE
mute command number 545,MUTE
open application number 1133,OPEN_APP
general conversation number 725,GENERAL_CONVERSATION
open file number 775,OPEN_FILE
unmute command number 555,UNMUTE
search query number 1159,WEB_SEARCH
open file number 1348,OPEN_FILE
unmute command number 542,UNMUTE
open file number 513,OPEN_FILE
search query number 224,WEB_SEARCH
unmute command number 529,UNMUTE
unmute command number 716,UNMUTE
general conversation number 846,GENERAL_CONVERSATION
open file number 70,OPEN_FILE
open application number 844,OPEN_APP
open file number 1038,OPEN_FILE
unmute command number 1025,UNMUTE
search query number 1235,WEB_SEARCH
unmute command number 1244,UNMUTE
open file number 327,OPEN_FILE
unmute command number 393,UNMUTE
general conversation number 1364,GENERAL_CONVERSATION
get time request number 133,GET_TIME
mute command number 356,MUTE
open file number 442,OPEN_FILE
open file number 749,OPEN_FILE
unmute command number 544,UNMUTE
get time request number 833,GET_TIME
mute command number 1347,MUTE
get time request number 1383,GET_TIME
get time request number 1127,GET_TIME
open application number 462,OPEN_APP
open file number 230,OPEN_FILE
mute command number 1310,MUTE
mute command number 816,MUTE
search query number 95,WEB_SEARCH
mute command number 666,MUTE
mute command number 367,MUTE
open application number 508,OPEN_APP
open application number 183,OPEN_APP
get time request number 1391,GET_TIME
get time request number 329,GET_TIME
get time request number 1421,GET_TIME
open application number 734,OPEN_APP
general conversation number 1143,GENERAL_CONVERSATION
open application number 1329,OPEN_APP
unmute command number 591,UNMUTE
open application number 1187,OPEN_APP
get time request number 1036,GET_TIME
mute command number 513,MUTE
search query number 38,WEB_SEARCH
mute command number 1113,MUTE
search query number 1281,WEB_SEARCH
search query number 1041,WEB_SEARCH
open file number 863,OPEN_FILE
search query number 688,WEB_SEARCH
unmute command number 540,UNMUTE
get time request number 1173,GET_TIME
get time request number 565,GET_TIME
open application number 194,OPEN_APP
search query number 1057,WEB_SEARCH
unmute command number 679,UNMUTE
open application number 965,OPEN_APP
open application number 244,OPEN_APP
search query number 867,WEB_SEARCH
mute command number 905,MUTE
open file number 22,OPEN_FILE
get time request number 1071,GET_TIME
mute command number 461,MUTE
general conversation number 27,GENERAL_CONVERSATION
open application number 9,OPEN_APP
search query number 919,WEB_SEARCH
open application number 303,OPEN_APP
get time request number 333,GET_TIME
general conversation number 67,GENERAL_CONVERSATION
get time request number 347,GET_TIME
search query number 1167,WEB_SEARCH
mute command number 184,MUTE
get time request number 111,GET_TIME
mute command number 501,MUTE
general conversation number 927,GENERAL_CONVERSATION
open application number 1403,OPEN_APP
open application number 420,OPEN_APP
general conversation number 1214,GENERAL_CONVERSATION
mute command number 224,MUTE
open application number 620,OPEN_APP
open application number 951,OPEN_APP
open file number 496,OPEN_FILE
get time request number 476,GET_TIME
open file number 1364,OPEN_FILE
open file number 547,OPEN_FILE
open application number 674,OPEN_APP
unmute command number 54,UNMUTE
open file number 892,OPEN_FILE
get time request number 351,GET_TIME
open file number 216,OPEN_FILE
general conversation number 497,GENERAL_CONVERSATION
get time request number 79,GET_TIME
unmute command number 122,UNMUTE
unmute command number 1207,UNMUTE
mute command number 446,MUTE
unmute command number 1134,UNMUTE
unmute command number 1390,UNMUTE
get time request number 189,GET_TIME
unmute command number 953,UNMUTE
mute command number 1111,MUTE
get time request number 1292,GET_TIME
unmute command number 29,UNMUTE
get time request number 1361,GET_TIME
get time request number 1163,GET_TIME
open application number 597,OPEN_APP
search query number 652,WEB_SEARCH
open file number 568,OPEN_FILE
search query number 1337,WEB_SEARCH
open application number 387,OPEN_APP
search query number 244,WEB_SEARCH
unmute command number 1373,UNMUTE
open file number 9,OPEN_FILE
general conversation number 1403,GENERAL_CONVERSATION
mute command number 43,MUTE
get time request number 628,GET_TIME
mute command number 29,MUTE
general conversation number 1131,GENERAL_CONVERSATION
unmute command number 296,UNMUTE
mute command number 1080,MUTE
open file number 108,OPEN_FILE
mute command number 537,MUTE
get time request number 943,GET_TIME
open application number 724,OPEN_APP
get time request number 322,GET_TIME
unmute command number 863,UNMUTE
unmute command number 1422,UNMUTE
search query number 783,WEB_SEARCH
open application number 915,OPEN_APP
unmute command number 774,UNMUTE
general conversation number 138,GENERAL_CONVERSATION
search query number 407,WEB_SEARCH
unmute command number 832,UNMUTE
general conversation number 1026,GENERAL_CONVERSATION
open application number 301,OPEN_APP
open application number 123,OPEN_APP
unmute command number 860,UNMUTE
get time request number 832,GET_TIME
open application number 649,OPEN_APP
get time request number 641,GET_TIME
mute command number 1095,MUTE
mute command number 1175,MUTE
mute command number 215,MUTE
search query number 710,WEB_SEARCH
get time request number 584,GET_TIME
get time request number 321,GET_TIME
unmute command number 151,UNMUTE
mute command number 285,MUTE
open application number 1219,OPEN_APP
get time request number 261,GET_TIME
search query number 303,WEB_SEARCH
mute command number 746,MUTE
unmute command number 118,UNMUTE
search query number 878,WEB_SEARCH
open file number 509,OPEN_FILE
mute command number 131,MUTE
get time request number 188,GET_TIME
get time request number 44,GET_TIME
unmute command number 980,UNMUTE
open file number 367,OPEN_FILE
mute command number 73,MUTE
search query number 77,WEB_SEARCH
get time request number 945,GET_TIME
mute command number 468,MUTE
general conversation number 850,GENERAL_CONVERSATION
open file number 110,OPEN_FILE
get time request number 1237,GET_TIME
open file number 291,OPEN_FILE
general conversation number 1160,GENERAL_CONVERSATION
get time request number 1114,GET_TIME
open file number 564,OPEN_FILE
get time request number 1417,GET_TIME
get time request number 1351,GET_TIME
unmute command number 745,UNMUTE
general conversation number 686,GENERAL_CONVERSATION
get time request number 757,GET_TIME
open file number 999,OPEN_FILE
open application number 1212,OPEN_APP
open application number 120,OPEN_APP
mute command number 684,MUTE
unmute command number 644,UNMUTE
open application number 1135,OPEN_APP
general conversation number 764,GENERAL_CONVERSATION
open file number 455,OPEN_FILE
mute command number 854,MUTE
search query number 1410,WEB_SEARCH
general conversation number 408,GENERAL_CONVERSATION
general conversation number 1075,GENERAL_CONVERSATION
unmute command number 333,UNMUTE
get time request number 847,GET_TIME
unmute command number 1147,UNMUTE
mute command number 952,MUTE
open file number 961,OPEN_FILE
unmute command number 351,UNMUTE
search query number 516,WEB_SEARCH
open file number 667,OPEN_FILE
general conversation number 165,GENERAL_CONVERSATION
open application number 527,OPEN_APP
get time request number 1196,GET_TIME
mute command number 724,MUTE
open application number 348,OPEN_APP
general conversation number 1242,GENERAL_CONVERSATION
general conversation number 672,GENERAL_CONVERSATION
open file number 1271,OPEN_FILE
open application number 477,OPEN_APP
get time request number 1081,GET_TIME
general conversation number 957,GENERAL_CONVERSATION
general conversation number 602,GENERAL_CONVERSATION
open file number 1392,OPEN_FILE
get time request number 135,GET_TIME
open application number 905,OPEN_APP
general conversation number 855,GENERAL_CONVERSATION
search query number 1379,WEB_SEARCH
open application number 470,OPEN_APP
unmute command number 323,UNMUTE
get time request number 354,GET_TIME
search query number 1058,WEB_SEARCH
general conversation number 683,GENERAL_CONVERSATION
mute command number 348,MUTE
general conversation number 241,GENERAL_CONVERSATION
unmute command number 1136,UNMUTE
open file number 1370,OPEN_FILE
unmute command number 1074,UNMUTE
general conversation number 534,GENERAL_CONVERSATION
open application number 93,OPEN_APP
mute command number 420,MUTE
mute command number 469,MUTE
search query number 658,WEB_SEARCH
open application number 506,OPEN_APP
mute command number 1300,MUTE
mute command number 1163,MUTE
get time request number 1297,GET_TIME
search query number 366,WEB_SEARCH
search query number 17,WEB_SEARCH
open file number 1340,OPEN_FILE
unmute command number 1302,UNMUTE
search query number 538,WEB_SEARCH
open file number 372,OPEN_FILE
open application number 809,OPEN_APP
search query number 383,WEB_SEARCH
open file number 157,OPEN_FILE
open application number 372,OPEN_APP
search query number 1421,WEB_SEARCH
search query number 260,WEB_SEARCH
